200 8000
7001 3920 4
3642 6781 3
398 7873 4
2496 5225 2
7068 1063 1
565 7024 2
3381 3234 2
755 291 2
3310 5553 3
3289 2583 2
2544 1733 2
1917 3589 1
7885 5578 3
5762 1973 1
7979 436 4
4233 5099 4
7813 5025 2
1501 3152 3
5352 4642 2
7807 6965 4
7060 2290 4
1178 5151 2
1865 6314 2
6020 953 1
1091 5214 1
2231 2562 3
2662 6611 4
819 5135 4
7639 5299 1
1150 6069 1
2600 5910 4
5146 2263 4
7447 6434 3
4680 5664 3
5868 5610 3
3850 1800 1
2953 6290 3
7716 2123 4
4676 4470 1
3732 7742 1
3148 5172 4
917 5243 3
3530 2851 4
2048 5844 3
6696 3912 3
7430 3621 1
2680 1705 3
5504 3353 1
6047 4090 4
6510 1706 2
4721 5094 4
4540 7080 3
6887 100 3
2022 1210 4
8121 1240 2
8176 1201 1
6350 6326 2
1537 1691 3
7501 2930 4
121 1571 4
4518 5555 3
2666 7661 3
3514 5078 1
3520 2030 1
503 6394 2
6116 4578 2
3922 6982 2
6190 5258 3
2119 4135 4
6231 2166 2
6688 6600 4
2662 2691 4
7897 2074 2
6132 2822 1
1691 102 2
1437 4821 2
2831 4449 2
2089 5290 4
4391 689 3
2862 4288 2
3868 2837 3
4266 7270 2
6135 1914 1
1732 3556 1
4649 2209 3
6915 5270 1
5684 5843 3
823 8193 4
677 2480 2
6303 2300 1
3702 6505 3
395 596 1
7182 6137 4
5090 3492 4
3860 1165 1
5153 4180 1
5915 7959 1
4771 5816 3
1893 6028 2
8067 6009 4
7985 2059 1
8022 5598 4
1793 707 4
6715 7531 1
2349 2322 1
5745 4832 2
3180 5229 1
1046 6976 2
7614 772 1
3370 914 4
2821 5285 4
4671 5993 4
6304 6659 3
3436 2103 3
3792 7513 2
1571 492 3
1073 2 1
961 492 1
7566 1143 3
1359 4142 1
8057 6950 1
4651 6781 4
4540 5434 2
2462 4120 2
5555 5221 1
1183 4385 4
335 5557 4
7377 6600 4
7528 5816 3
3607 7961 4
3354 7569 2
4425 597 1
83 2150 2
1462 5214 4
4850 7214 1
5843 1178 1
1871 1303 4
3572 187 2
8068 8054 1
3075 2560 1
4618 1229 4
4073 850 3
5022 3310 2
55 3766 3
3439 6568 3
2273 760 1
873 5699 4
4957 1998 2
5432 4725 2
4368 3539 4
6379 3398 3
4646 6429 1
6681 878 3
4408 6314 4
3179 4700 3
6608 6173 1
3486 7775 3
1250 1248 4
4357 5070 4
1191 3382 3
2383 2754 2
4559 6849 4
4601 7359 4
6537 6394 4
6225 1957 2
6944 6130 2
1018 82 4
1709 7962 1
7787 4210 3
7790 46 3
1890 1950 1
4888 6417 2
4021 4539 1
453 7669 2
4856 4236 3
2626 2876 1
140 2390 1
1490 5364 2
1597 6554 4
5577 1321 3
1710 6079 2
871 6835 4
6039 6124 2
131 5267 1
3962 6667 3
5182 6937 1
2625 3772 1
555 3719 3
1381 658 1
7396 3494 4
4906 2550 4
5684 2125 4
2214 2070 2
6588 1037 2
5724 889 2
4190 724 3
6350 2946 2
4679 3896 2
8099 8078 1
5673 7148 1
5830 5490 4
4556 6409 2
6292 3188 2
5783 3657 3
4196 495 3
2133 2978 2
5368 507 3
5521 577 3
5141 1620 3
3224 3065 3
6330 6622 2
1898 4120 1
3986 1401 4
5426 941 2
2210 1039 3
750 7971 3
3940 1481 4
7460 4695 1
8121 6941 1
1632 3498 1
5084 2334 3
6790 4321 3
6902 927 4
7607 407 2
6966 4620 1
876 3143 4
193 4078 4
4038 4737 4
2034 4730 4
4182 1224 4
3523 5042 3
4804 4968 3
6210 6029 3
1608 564 1
2705 8198 3
1654 4018 4
3496 7619 3
8100 7856 1
4368 7999 3
3983 4467 4
1319 6668 1
7804 245 2
235 5840 1
5538 4306 3
3970 6687 3
358 5343 1
7648 7255 4
5002 8114 4
3279 192 4
5773 515 2
968 2011 1
4358 6299 4
6298 7350 2
1013 7994 1
7730 7699 4
69 786 3
1682 6320 3
1996 2055 2
2879 849 4
5038 146 1
1236 3985 4
7106 1291 2
6983 1477 3
670 3935 3
2484 4618 1
2093 5579 1
3810 8027 4
5812 339 3
1302 736 1
6358 3049 3
4136 7370 1
7618 8126 4
7657 6801 1
8 1783 1
6021 4278 2
5215 5739 1
290 904 4
7336 6432 2
5320 3117 3
2944 4781 3
4581 3838 3
1612 4520 2
1861 4910 3
2799 1952 3
5022 5152 3
2954 5463 4
6614 2036 2
2016 1929 2
2463 167 1
6164 1940 2
7266 6086 2
1537 6900 3
99 5388 4
6701 950 3
5992 3298 4
1836 2554 1
7194 1068 2
7010 6387 2
870 4190 1
7736 6695 2
8085 6045 1
7975 4331 2
8059 8185 3
5230 4731 3
537 1938 4
282 936 2
746 5986 2
7911 6299 4
7693 3212 1
3863 4538 2
853 7904 2
3500 5065 1
2448 6663 1
5826 4053 2
6507 4634 1
4492 503 1
4777 4506 4
1651 6768 2
37 5060 1
7876 4621 3
1185 7440 4
3996 2726 2
2104 7524 2
722 4871 3
2413 5442 1
3512 5474 2
5914 7522 3
2491 2340 1
1349 4235 3
3627 3270 2
5819 2774 1
2403 1605 2
5285 3205 2
2030 271 3
2658 5529 1
6258 3425 4
5202 6414 3
7801 480 4
4340 6248 4
4055 8099 1
2523 5484 3
6395 2055 3
5134 4742 3
5022 526 3
1165 5419 2
5801 917 2
948 643 3
7270 5647 1
7198 5380 2
7959 776 1
7065 3788 2
3518 1930 2
6539 5930 1
1977 3046 1
5822 1549 4
1597 2916 2
4366 5334 1
2133 5337 2
1171 1861 1
2920 5702 2
5628 7439 4
1526 132 4
4425 3949 1
339 4805 1
3190 7727 4
5806 4429 3
5602 1457 3
4854 7694 1
6703 4952 1
2558 7169 1
3518 8025 2
902 1607 4
4873 7885 1
421 7558 4
5993 8088 4
1669 1011 4
7726 5640 3
5225 7406 3
4853 3147 1
5637 7682 1
4318 1206 1
62 3733 4
918 7474 2
8106 8171 1
966 8058 3
6955 1004 2
7317 1236 4
2101 3015 3
6374 7942 1
7503 5583 3
8088 6772 2
6798 6165 2
213 4349 3
6883 5318 3
1383 6911 1
2025 7269 3
3983 6281 4
5154 621 1
3018 4009 4
7983 685 4
1758 3821 2
2581 1627 2
7922 2988 3
5748 1540 4
5036 7649 4
7465 3406 2
2143 1540 3
7944 7113 2
941 3855 1
6894 5422 2
6947 6278 1
291 5168 1
5112 887 1
6791 5152 2
5689 633 2
4079 6942 1
2010 1993 1
2252 3992 3
122 8014 3
5913 6356 4
1047 2662 1
3606 5713 3
4559 3504 2
6472 7079 1
5732 6079 4
5516 533 1
1662 1612 3
3248 2625 4
5828 2032 3
3993 1853 2
5051 3613 2
2917 3367 1
7096 7159 2
397 6944 4
8108 1513 3
5328 4368 2
6210 4891 1
1990 2744 4
860 7068 2
3838 3950 3
2078 55 2
4829 1673 3
3932 4763 2
5641 1083 1
6854 5991 2
1925 2979 4
3169 3028 3
4186 5683 1
5116 1206 4
7856 4343 4
6741 2824 3
2054 5717 3
7124 8007 4
3599 1646 4
6226 4505 2
7481 3822 2
1695 6788 2
8135 7569 3
4250 1997 2
6384 6793 1
1652 567 3
6079 4666 1
4492 996 2
3881 5978 1
6059 1117 1
1737 7375 1
4352 2178 4
328 5639 3
3135 760 1
5490 5186 2
5984 246 1
7118 3906 4
232 3149 4
5060 5007 4
977 4888 4
4858 3387 1
3980 3089 4
7649 7048 3
6004 5576 1
7894 182 2
4088 7408 2
628 6784 3
5860 3165 1
2771 1531 1
7371 2609 3
4447 2226 2
4660 2849 2
4370 630 3
4051 3065 4
1596 5918 2
3614 5742 4
5901 4858 3
7334 1688 4
4386 1083 4
4269 3599 4
5891 917 1
5065 5975 4
1705 7830 2
1954 4244 3
3858 5079 2
7022 1279 2
4026 5732 3
69 3097 2
3996 438 4
1038 3796 4
627 6834 3
4115 2020 1
6786 4180 2
1322 7345 2
7053 3980 2
4447 1443 4
6302 5267 2
1484 3496 1
1257 6585 3
880 6928 4
2509 7934 3
8109 7923 1
2646 5392 1
5697 1661 1
8110 2412 1
5116 7776 1
5830 843 3
898 664 1
1452 7191 4
37 7500 1
7611 4611 3
7797 2006 3
4544 6445 2
3101 992 2
1879 5235 3
3180 2707 3
4960 4860 4
3135 2512 2
4227 6546 1
1069 4873 1
6410 2891 2
696 2832 3
4335 3997 1
5375 1962 1
7032 2470 1
4835 7171 4
4912 7592 3
6257 5017 3
6987 7597 2
5471 4090 1
709 5719 1
961 4501 2
6296 6705 4
4800 2241 2
7507 7390 1
2016 5544 3
3296 6446 1
5733 7648 1
4160 502 4
6770 5485 1
6056 5689 1
7872 7199 2
3963 7097 4
6440 4757 4
1819 928 3
2074 3587 4
4572 2456 2
984 6392 2
2213 4425 2
2453 5486 1
6391 1199 1
2344 6829 4
3149 3181 4
5047 513 4
7710 1168 3
7453 7676 3
2063 7038 3
7027 622 4
5855 2472 3
7094 4450 3
7434 996 4
6265 3546 4
277 1893 2
4978 2599 2
5680 5294 3
5779 5688 1
5047 2836 3
1032 3555 2
578 5025 3
2914 2204 1
1384 3550 3
5148 5311 1
7202 2409 1
7056 3102 4
6025 2242 4
4602 7588 3
4816 5017 1
4618 1406 1
4083 3401 3
6520 2954 3
1147 7626 3
7466 546 3
3475 6799 1
2224 1243 3
3034 5746 2
2503 609 1
1179 2042 3
4607 1825 4
3196 211 3
1736 1777 4
1887 5425 2
4771 3601 2
5525 230 2
8085 3956 2
1128 7951 4
7409 232 2
1771 3448 4
4637 4557 3
6975 6667 1
7560 1605 1
6855 6706 1
4897 6790 2
4856 2315 1
3844 104 2
5842 5264 2
2137 5057 3
7043 1628 3
745 3555 4
7837 8050 3
3789 7264 2
5583 6343 1
3362 6775 4
5407 1879 1
3226 5443 4
1992 7512 3
6715 2774 2
7001 2595 2
6702 7573 2
1626 3779 1
3793 4435 3
545 1156 2
6133 1832 2
4229 6446 2
3853 6942 1
6253 1319 3
8030 5798 2
2591 2070 2
3743 849 4
7474 3906 2
6044 3458 3
2849 1023 3
7448 2010 1
1664 671 4
7062 3141 4
6599 8099 2
4447 8064 1
5695 2605 4
3033 2920 2
7937 5896 1
3110 2936 1
6526 447 4
5807 1347 2
3555 5277 3
6008 4432 1
5295 1179 3
2154 5231 4
6096 3136 2
1286 136 2
1289 5332 2
1575 1341 4
7896 6295 3
4650 6093 3
404 7711 4
8157 2297 1
4270 4387 1
5738 7058 2
1420 1018 3
948 4978 4
6765 943 3
5943 2173 2
2032 7568 3
7274 1807 2
4022 1860 1
5437 7828 4
2825 3192 3
7679 1400 4
4608 3515 4
6062 2141 3
1284 2628 3
7805 4107 2
2359 1063 4
822 6217 3
5955 3957 3
6267 8073 1
3107 2443 4
6978 528 3
7569 3095 1
2663 3494 4
7879 3955 1
754 1449 3
828 6092 1
2395 6946 2
5474 3260 2
1924 5975 4
2937 1131 4
769 7728 3
3779 1538 2
2079 4173 4
5084 2971 2
4809 3219 4
3 6700 2
7864 5800 2
2801 447 1
461 6396 3
3552 3866 2
2791 7470 2
1932 4610 4
7595 1829 4
82 3834 4
7044 3827 1
152 1204 2
8019 3065 2
5830 674 4
8172 980 1
5848 6741 4
7848 426 1
3308 1415 4
730 2936 1
1196 6553 4
5963 1295 2
6259 4094 3
1872 2455 4
3197 3269 1
940 3200 1
6144 2192 1
8032 3998 4
3048 1184 4
2533 66 4
2600 3390 4
4343 2518 2
3126 4226 2
4469 5925 3
4248 1358 4
2926 5428 3
5250 5711 1
7161 7101 2
7723 7647 1
3757 295 1
3344 6720 3
3156 786 4
1486 7170 1
2393 1156 4
3921 6018 2
4812 2402 1
5313 6953 2
1014 248 4
1509 335 2
6076 6952 2
5046 5525 3
5924 5285 3
1390 4838 3
4328 6079 1
4484 5384 2
4007 5239 3
2466 5091 4
5188 5680 4
3643 801 3
6552 6355 4
5930 4398 4
4870 5942 3
8174 1803 2
4839 6908 1
4717 7970 2
3761 5329 4
7709 4026 4
1299 4538 3
4214 2107 1
4385 6135 2
8196 5135 4
443 6805 2
3281 953 3
6598 7097 3
2725 4717 1
6889 7671 3
7886 5120 1
2789 2114 2
7730 7137 3
3451 523 2
5258 7851 1
6020 6199 4
1762 6794 1
7009 7981 4
8028 6199 3
5975 3753 4
4413 920 4
3351 390 3
5305 1292 4
6290 6356 3
4262 996 4
2472 127 2
4437 641 3
6145 3704 2
1991 6252 4
7037 2819 4
6061 5992 1
4934 2087 3
6884 2264 2
4984 721 4
1292 5188 2
489 1579 2
1213 2548 2
1750 1049 2
7593 5110 3
2420 4194 2
7538 7252 3
6715 5467 2
4781 5438 4
5012 1455 1
7251 2794 2
3645 4006 1
7692 7959 3
7529 3168 1
6343 5694 3
5327 2289 3
4695 4969 3
7008 6773 1
8114 6450 2
902 1595 3
1874 5947 1
3429 835 4
1815 3594 3
3474 3781 2
6290 2383 1
1575 2329 3
595 874 2
4775 715 1
4230 2341 3
809 5474 3
3088 2381 4
2386 1162 4
6106 2729 3
4926 5889 1
7424 156 1
1671 6347 1
1662 3528 2
3135 6448 1
2370 5452 2
5317 648 1
4784 3696 2
7270 354 1
2893 540 1
726 1476 4
2975 1639 2
6154 3815 4
4328 4802 2
1275 3278 4
6369 7708 1
5827 1896 2
3493 261 1
361 4956 3
4142 1401 2
3990 2599 4
1990 1705 2
6343 6571 2
7880 5134 1
4629 4994 4
3675 1761 4
1157 7998 2
5395 5524 4
4051 1927 3
982 4717 3
4043 6482 3
3344 2193 2
5360 1654 2
5977 3123 3
6937 4623 1
8023 3120 4
1718 2850 2
3263 4163 1
1002 516 1
5365 5597 3
3054 3045 4
2035 2026 3
445 3866 3
642 7210 4
6386 7888 4
3201 7026 1
2146 5779 1
7637 3313 2
1272 4751 4
188 5733 1
8080 3335 3
8057 4251 4
4557 8022 1
2937 260 2
3357 4215 1
3202 4062 1
3211 4145 1
6769 2174 1
6831 1468 4
112 5525 1
7193 5899 3
3209 5230 4
2882 6390 1
1987 8051 3
1727 6763 1
2248 635 2
5393 3425 1
5749 1569 2
6047 6344 4
2510 7335 2
2189 4570 2
2649 2984 4
7067 6416 4
1847 3843 1
3537 3579 4
6349 7366 2
5784 7325 3
7158 1015 3
3261 2274 3
1176 7875 3
7423 4086 4
1716 5764 2
7494 5572 1
4329 6059 2
85 5146 1
3146 5764 4
4454 210 4
1201 5735 3
5299 1392 1
2494 5599 3
6432 4434 4
8159 1445 2
1522 1884 2
5643 2997 4
1376 2860 4
5013 2701 1
6485 198 3
6854 7080 2
388 3286 4
3598 2285 2
899 2447 4
1568 3230 1
5859 7185 1
7418 1759 1
7571 2871 4
4500 4045 3
2961 193 2
3341 1457 4
4236 6718 3
4325 7536 1
2120 5873 2
3818 5439 2
3316 1823 4
3796 1651 1
7186 5434 2
7136 68 1
3608 6244 1
1670 8052 4
5057 4332 3
4130 4355 2
4100 1474 3
7565 4523 2
4814 350 4
2409 8147 4
246 3744 2
3531 7876 3
6465 4165 2
3257 996 1
7321 3142 3
4310 3963 1
2690 1425 3
5041 2225 2
1241 329 4
102 1179 3
5914 3372 2
6005 1239 1
389 1620 3
5517 1287 1
4987 7703 3
309 2405 3
4818 1790 4
2572 1315 4
6302 4781 3
4370 4483 1
4872 559 4
4924 6674 3
5232 396 3
8081 5852 1
6553 7186 4
3696 5353 3
3733 55 3
7044 7555 1
2945 3292 4
7265 7080 1
3357 7628 2
2262 6717 4
6122 3674 4
4565 1023 4
1569 711 2
458 7695 2
402 2681 4
3121 4832 4
3248 3622 1
3205 603 4
1962 2884 3
3722 3555 2
4285 5012 3
6575 5154 1
3911 1256 1
7643 2294 2
5860 4693 1
5162 1338 4
5263 4503 2
7583 3759 3
3143 166 2
7836 3073 4
41 4209 3
4526 241 1
6458 7120 4
7294 1976 4
5473 7345 2
2779 8149 4
4019 3843 1
2219 6060 4
6990 7270 2
6728 93 1
7990 5547 2
3243 5876 2
7973 8025 3
1913 216 1
5969 5902 4
4512 1015 1
2218 5107 2
5958 5782 3
1566 4068 2
8180 2421 4
7190 5804 1
3354 3151 2
5555 6547 3
7971 3897 1
1433 5935 4
458 6523 4
2463 2912 4
645 7834 4
7998 21 2
184 5695 3
1647 2442 1
7403 1781 4
6209 5699 2
4160 6180 3
6694 7488 2
3812 1621 2
641 4340 2
3180 5587 3
8163 3866 1
3010 2300 1
1509 3320 4
2700 7208 2
2112 6441 2
8029 109 4
6210 3753 1
6216 2991 1
1230 7247 1
5749 5499 1
5276 1979 3
6961 457 4
1245 5353 2
2121 6828 1
964 8048 3
8001 711 4
4669 297 3
7708 107 4
2852 7840 2
2102 5094 1
1632 7159 1
2061 574 2
799 4049 2
1553 2409 2
6057 6729 3
2131 1689 2
7599 4195 2
6661 4476 4
2774 3443 2
6280 2428 3
7747 1509 1
963 7901 1
5666 3062 2
5740 794 1
1309 1080 4
3173 3335 1
2587 5239 4
5120 73 4
1706 3435 3
3652 3950 1
7863 3245 1
6114 7748 3
7444 6123 1
400 272 3
7900 299 3
471 7468 2
1805 7544 2
3573 3075 2
7159 8168 4
2146 2358 1
1907 7648 2
4807 2506 2
2439 7975 1
4820 6240 4
2358 6738 4
6556 7344 4
2198 3014 2
4945 120 1
3341 1884 2
3428 5888 3
1566 4529 4
3893 5569 4
4509 7312 2
811 1484 3
6044 7801 4
6825 5514 3
2317 4403 2
6797 2667 4
6594 4109 1
5934 2936 4
4810 2513 1
4610 185 2
6623 2712 1
2407 7051 3
7818 5045 1
4599 6461 1
7343 169 3
7457 3676 3
3802 5083 4
928 1304 1
6474 2568 3
3055 513 2
1379 8028 4
7588 323 4
782 5119 3
5663 1632 3
2966 1775 1
2261 1198 2
6362 1316 4
6448 5155 2
3382 5433 3
8125 4780 3
3646 1108 2
3081 99 3
1595 4304 4
4866 6816 4
3409 941 4
1582 5576 1
4964 6628 1
4285 3551 3
6146 2394 4
3796 6588 3
5906 2317 3
5081 153 4
3419 4064 4
5397 978 3
1030 824 4
3477 226 4
5492 7242 2
7203 5383 2
590 6665 2
1172 5666 2
2328 468 2
2115 5261 4
4668 5300 3
5644 3181 4
1326 817 1
3939 951 2
2384 5412 1
4023 3550 3
4789 3698 4
5111 5627 4
3913 7463 1
3856 7750 2
1199 284 4
115 6158 2
3953 4510 1
2030 7546 2
5246 1319 2
3033 4946 1
5342 3690 1
2263 7485 2
2185 1941 1
6816 2127 2
2204 84 2
1000 3909 4
1373 7889 1
3895 6579 4
1915 5626 2
4537 1834 3
4061 6620 4
2289 3672 1
1919 4374 2
400 4902 4
4470 231 4
7025 3394 3
1929 3621 1
3448 8089 2
4591 5983 4
6636 4654 3
2070 4555 3
1136 5030 1
6431 4210 1
4864 4486 2
7748 2079 4
4595 5924 4
7520 5714 2
5924 597 1
6223 2643 4
6859 7706 2
7072 5459 2
879 4732 1
2343 2226 4
3043 2110 1
782 1386 1
6912 988 1
993 6632 4
1413 5942 3
3040 3356 2
3073 181 3
5119 6728 2
5292 3939 3
1610 1645 2
1689 6607 4
8151 1379 2
6285 476 3
5608 6718 4
6168 7791 1
970 2639 4
4084 2764 2
692 8083 4
3135 6012 1
7677 6282 2
6723 416 3
1333 4163 3
4748 7137 3
4375 7679 3
4261 5718 2
4745 7325 4
3579 1109 3
3287 6570 3
1928 3850 2
2624 769 4
1983 4657 2
7933 4814 1
7022 7207 2
5681 5067 4
2279 6727 2
7649 2309 4
7112 6814 1
6137 5387 3
3830 5583 2
414 5232 1
5074 4678 4
3907 122 1
1116 3738 2
5564 6851 4
7845 3374 3
4899 4025 3
2386 261 2
5404 2353 4
1839 477 3
73 4975 1
7492 2427 1
53 6147 2
6069 6290 4
4333 5923 1
7012 7480 3
1650 287 2
2732 4242 2
1533 3008 3
5269 2687 2
7965 7482 3
4572 5790 4
274 3405 4
4505 5749 4
5595 4925 3
1163 7385 1
355 5571 3
7711 6962 3
7918 4387 3
3158 3054 4
6606 2767 3
5486 4377 3
3042 5208 1
4207 6412 3
5424 1020 2
2563 7005 3
2323 5398 1
2196 4394 2
245 5371 3
3165 3916 4
8041 7253 3
3934 4943 3
3750 1697 4
4494 685 1
6419 976 4
1128 4283 1
7225 7067 1
2378 3654 1
5950 5602 1
1451 8047 3
4327 6862 3
829 5997 2
6959 4916 1
3014 629 2
3973 265 4
317 3027 3
6946 3103 3
4369 1532 3
2442 4769 1
5994 4985 4
8085 3613 2
5757 3509 4
7815 7883 3
5596 1888 3
6773 4761 3
5959 2341 4
5833 2374 2
6833 8037 2
5029 5676 2
3397 6490 1
8182 4237 2
5173 686 1
6397 131 4
740 6766 2
1613 5173 1
7900 741 1
4037 4703 2
5222 2106 1
6564 1460 3
5449 7833 3
6879 5383 2
1808 1843 3
4759 4242 3
4111 3276 2
1684 1690 3
5833 6309 4
243 7789 1
5198 4410 3
6797 2389 4
5568 5271 1
3117 6044 2
6600 8185 2
6572 2477 1
2158 1733 4
5718 3647 4
7216 7801 4
2475 5693 2
6899 3640 4
2287 777 3
3655 3481 3
4320 6833 3
3598 4901 3
4015 2081 2
3043 8039 3
5643 1452 1
6559 4021 1
3528 3402 2
7967 7789 4
3165 5525 3
4633 3582 2
844 1952 1
448 426 3
7261 7925 1
4350 5596 4
3436 7403 2
8061 8125 1
1258 1112 1
7117 6629 3
4892 7167 1
3001 2854 2
8051 7390 4
5985 2155 4
4316 2790 1
5141 7488 4
5925 157 2
6591 2641 2
6563 6976 3
4378 6193 2
5531 5401 4
1439 2405 3
48 1029 3
5423 3971 2
3929 6889 3
3628 4825 1
5748 5499 2
1579 8103 1
574 2316 2
7689 2764 4
6780 4223 1
5968 5453 3
6774 7945 2
780 7337 2
5872 3763 2
4314 3974 4
3407 7952 2
2387 59 4
5499 3589 1
4776 6387 3
1861 4620 3
6370 732 1
7743 3564 4
344 7811 2
4638 6081 4
1831 1976 2
8040 7561 4
772 6921 1
4320 5717 3
6992 594 2
1974 1704 1
7779 4615 1
344 3609 4
241 7621 3
2785 4003 3
375 5740 4
7178 7219 3
1149 786 3
1978 2162 2
4663 4798 3
165 3409 3
1471 7272 3
3275 4867 3
523 298 3
915 5669 1
7173 777 4
143 942 3
286 3948 2
5648 5794 1
1068 5918 2
4725 1192 4
5481 7222 4
5545 3615 4
1545 1904 3
1389 6302 2
3503 2929 4
2358 6549 2
3387 2904 1
4483 7464 4
5377 3130 1
169 6823 2
7897 4208 4
6449 4686 4
4449 5885 4
5165 6112 1
6069 1967 2
479 261 1
7690 1874 1
2595 1248 3
3507 3459 1
7003 7396 2
3360 7579 1
2068 1246 1
6973 962 1
2760 970 3
7083 7523 1
666 4756 3
3520 7065 3
6608 5296 3
6405 3437 1
6829 3147 1
6198 1736 2
6022 6391 1
5388 928 3
4111 1693 1
1108 4783 1
4050 2778 3
2012 2067 2
6115 4290 1
893 2660 3
3017 6719 2
2097 5896 1
1278 8096 2
7377 6907 2
39 523 2
1695 5834 3
2393 5863 2
89 1008 4
348 7457 3
3878 3948 2
5999 1651 3
4987 5494 3
3458 7991 3
8013 7569 2
3583 3878 2
1366 5230 1
8052 2806 1
2215 4887 3
7073 3408 4
114 5357 4
2670 6008 1
7300 432 1
1805 5393 4
5008 4170 1
7377 2376 3
6925 2367 2
758 7557 2
3771 3581 3
1601 3005 1
6642 1067 3
2591 6375 1
4727 5786 4
1860 4433 1
1640 7247 2
5567 7085 3
8029 5370 1
6864 5561 1
7970 143 2
6896 3833 4
2165 2055 3
2346 1587 4
1958 3739 4
5888 3770 3
201 7429 1
3385 2333 2
4912 6729 3
3970 532 4
4878 2059 4
7452 5174 2
6173 7567 2
5904 2023 3
728 1070 3
895 6077 3
5343 5279 4
1983 286 2
436 3613 2
4096 4639 3
12 7919 1
2243 1118 2
7657 6310 3
137 302 3
5554 7479 4
6380 3291 4
776 8110 4
5064 4758 4
2862 7154 4
1941 4948 4
5832 5041 1
1610 3456 2
2860 2061 2
5639 5472 1
2974 3321 1
1700 5099 2
2248 7107 3
815 3260 3
7653 1346 2
7767 4514 3
381 6180 3
581 3095 2
6453 1722 4
5212 6165 2
3944 1581 2
6158 1790 1
6619 7939 1
6275 1332 2
1343 5630 4
7486 2711 3
8056 5132 2
2856 4786 2
1778 1328 4
7597 848 4
373 3732 4
3872 3958 1
7602 6712 4
3309 6603 2
6138 6175 4
4867 5330 4
1764 4181 1
4355 2654 2
839 324 2
7232 6744 1
1632 122 2
7084 2493 3
4357 5600 3
2309 3005 4
350 1534 4
3531 1910 1
1686 2291 3
3966 2143 3
5871 3760 4
6782 5325 4
979 7142 4
8115 3486 3
2710 99 3
3015 6259 2
3529 6616 2
4465 3368 2
5731 5299 4
4050 4950 1
403 3994 4
2147 3749 1
767 3025 4
8101 4620 2
4033 7228 2
2367 1191 1
5409 1875 1
6634 6197 2
3942 684 4
2740 8032 4
709 3216 4
2022 130 4
438 646 4
6280 5447 2
637 8033 1
3285 4512 3
533 7324 2
7443 4638 2
5832 573 2
6291 5147 3
3123 6355 3
2822 7023 3
2966 50 2
7984 5165 4
24 2142 2
5729 5344 1
5705 2141 4
1526 7934 1
5675 7587 4
6993 557 2
5563 7583 4
6187 2317 3
4824 7185 3
5837 8074 3
6885 4017 1
457 7782 1
5284 3731 1
4496 1111 4
5342 4602 3
8020 3735 1
4182 4509 1
1362 2593 1
4107 4291 4
6699 4951 2
1755 5476 2
6542 4123 1
7900 3948 2
5943 254 2
5156 7064 4
8032 5918 4
2283 3074 2
7246 5725 2
1317 7608 4
6199 6631 1
3662 1894 3
1334 7104 4
1951 6403 4
6935 1676 1
4632 3118 1
4901 2868 2
699 7690 2
6392 5278 1
955 7841 1
5232 6241 2
7498 1792 3
5493 5034 2
4507 4795 3
3212 6528 1
6828 639 2
3676 1989 3
3599 2514 1
7067 1171 3
7079 781 3
4189 7465 2
6003 5994 1
2397 2820 1
6608 5249 3
3926 1846 2
7225 7433 1
3415 7072 3
2754 2442 3
206 5138 1
5644 6587 1
748 2995 2
7418 1779 1
7007 5446 1
4300 1216 4
7797 7099 3
252 4616 2
6603 1874 4
7194 3134 1
814 1113 1
6881 2870 1
1452 3035 1
7752 2549 1
2078 4653 1
4927 6101 1
1665 262 2
7606 6573 1
4167 393 2
2795 2883 3
7605 3809 3
2262 6918 3
3569 6728 1
6346 7781 4
7138 7726 2
4746 6533 3
2783 7009 1
2973 8011 3
2562 6891 3
5576 3069 3
7574 4058 2
1541 4090 2
2315 5459 2
6714 2428 3
4902 2560 2
8171 1535 3
138 3206 3
1641 4881 2
5499 5407 3
6716 7752 2
1561 4266 4
6392 1548 3
845 8043 2
3464 4019 4
2336 5172 4
738 6827 3
1169 1436 3
4277 1564 2
428 1438 3
240 1535 3
1219 1668 4
2372 2382 4
7260 6412 1
6421 4234 2
2962 7744 2
513 2666 1
2297 5822 1
6141 5054 1
3124 5229 2
5348 7559 1
1254 6245 1
3470 7978 1
661 4447 3
3926 5716 3
4120 2289 3
4824 299 2
7828 590 4
4945 4040 2
2895 7730 3
6970 1607 2
3341 6703 3
1011 5496 4
6047 4264 3
4588 5515 2
7637 610 2
5905 2175 1
2878 6669 1
6635 708 1
7154 2813 2
4363 917 1
7788 1438 1
3643 2692 1
2989 7379 4
5691 3219 2
6100 701 3
6597 3726 2
1738 2383 4
2839 2666 1
4340 550 1
3847 1987 1
3343 856 2
7476 1564 2
4037 3903 4
4266 3341 3
6748 1980 1
2774 2162 4
5628 7540 4
3786 1167 4
7053 4260 1
7706 1370 2
5229 3993 4
1721 6183 2
7898 4954 4
4255 4266 1
2765 6457 4
2810 3115 2
7271 2916 3
1474 6386 3
5277 1424 2
3613 3696 1
744 2251 3
3285 5219 4
4070 5307 3
3416 6672 3
7697 6159 3
1370 3739 1
7147 8101 1
1026 5827 2
4126 7429 2
6372 7991 1
7890 3832 3
6415 5503 1
1302 3180 4
1162 6390 3
4530 587 3
400 3625 3
5553 3461 3
6110 4329 1
2250 6402 1
8194 347 2
